Normalized_Stock_Price_Change,Exp_Pct_Chg
14.461115900000003,0.3207092576057582
7.882282099999999,0.8944629521224698
17.9551249,0.6231807909352417
18.7203621,0.49442812438000416
17.958664399999996,0.6269992136487103
8.313506099999998,0.5139194941116526
17.57776,0.5037585183396394
21.453618799999997,0.8837899627764861
13.1055302,0.7424892220308357
13.3215075,1.1439630260752707
91.51789000000001,0.16341851545520308
27.6472543,0.8709881005881832
80.8366081,0.3580366906595005
80.0718763,0.2133766985631272
71.0838227,0.015796815031210887
54.8179253,0.09861196668814493
115.31848169999999,0.2577871595696017
70.0302604,0.2732716675331187
61.2327997,0.6429155712227319
23.8529176,1.1740176608597663
10.0381034,0.03756441863782273
7.906013399999999,2.6846192899793504
8.8249891,0.1239925433208148
9.1610312,0.30656025514344076
7.562013599999999,0.2048760130233201
5.3754096,0.30516017224798897
7.8107314,0.0644033227265585
6.009744,-0.3063749653474268
2.1516949999999997,-0.3014874329274049
1.5734867000000001,0.409454109464785
46.5061007,-0.1883756084917349
27.9266705,-0.4440059318790663
50.9600818,-0.1618584438842631
48.9251463,-0.11594063769403629
44.7068573,-0.06025156024230538
36.2455977,-0.0158394654138446
55.13781769999999,-0.1319750138668801
37.8131884,0.2266930438150373
40.2403853,0.15524027254796502
29.264208999999997,0.8865247866031565
17.546852700000002,0.23417366946778712
4.413662499999999,-0.0693815987933635
10.557899200000001,-0.0497564776933567
11.660053000000001,0.0211921648091859
13.810090700000002,0.11497685530834711
8.7577463,-0.2412617220801365
18.9508972,0.0807692307692309
14.602328100000001,0.0733991717107358
11.9149058,0.012560117651735009
2.0900033,0.044258373205741705
21.6625717,0.0
5.9837174,0.0
21.9655447,0.0
23.2531801,0.0
21.9655447,0.0
19.8447335,0.0
28.7066947,0.0
16.3605437,0.0
14.0125027,0.0
6.7411499,0.0
3.172915100000001,0.1933333333333333
8.4216004,1.7234042553191489
3.4114635000000004,0.3613445378151261
4.318550999999999,0.5249999999999999
3.3277721999999996,0.4795918367346938
1.1620268999999999,-0.0979020979020979
4.902923299999999,0.4230769230769231
7.375034099999999,1.5730337078651684
4.311337399999999,0.5040650406504066
3.1993723000000003,0.1411764705882352
19.8172682,0.20306860667552842
9.7875644,0.8673264793954447
17.0443649,0.15579954173953747
17.0280572,0.061893713013957796
12.9345114,0.2889309778973438
11.5452103,0.5536761624148766
24.724922300000003,0.33939298013972824
12.8814397,0.25040261524974006
14.9259219,0.45083042962538966
4.504319000000001,0.9451602126284789
23.2546756,0.2502308337112234
7.9269112,1.0436202855636383
17.978742099999998,0.030466622740737588
20.442812699999998,0.2653454049512739
16.910292799999997,0.1874342760192593
16.291984499999998,1.4453800729915627
29.593742,0.181787815021684
20.0111878,-0.2643932730583505
13.4480149,-0.21107968268310565
18.5353506,0.4813189419987896
39.7161026,-0.013519471137073299
8.0942175,-0.09201876934435071
33.2767723,0.1101410444307217
32.9761856,0.029658777658168274
36.6566717,0.11360214937590471
22.495481400000003,0.47320827039852664
47.637386,0.2256881444666416
29.029632499999998,0.216892281849328
25.862790699999998,0.21577459070485328
12.7986948,-0.24819718433235557
6.3079575000000006,0.1217395100195296
6.583377299999999,0.4428714705417493
7.5253456000000005,0.23076983147500862
5.782489600000001,0.2406645474120525
