unique_key,sector_id,year,company_name,top10_sector_exposure,degree_of_control_sector,degree_of_control_company,degree_of_control_sector_normalized,degree_of_control_company_normalized,top10_company_exposure,added_dt,added_by,modify_dt,modify_by
36111,1002,2012,African Rainbow Minerals,Well-being and health,74.07531808659273,NULL,78.37155306998822,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36112,1002,2012,African Rainbow Minerals,Associated Energy Costs,75.70540880367378,NULL,80.09618611163472,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36113,1002,2012,African Rainbow Minerals,Regulated Carbon Price,68.5191049669761,NULL,72.49308960037251,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36114,1002,2012,African Rainbow Minerals,Wages and Benefits,94.5181193748211,NULL,100,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36115,1002,2012,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,68.36264187821311,NULL,72.32755193436952,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36116,1002,2012,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",44.799076576962655,NULL,47.39734230143473,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36117,1002,2012,African Rainbow Minerals,Innovation,65.43482130003471,NULL,69.22992303787422,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36118,1002,2012,African Rainbow Minerals,Market Transition,51.64568270431377,NULL,54.64103924826057,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36119,1002,2012,African Rainbow Minerals,GDP and Disposable Income,50.587841210017544,NULL,53.52184485326711,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36120,1002,2012,African Rainbow Minerals,Physical/water quality needs,45.456620763277506,NULL,48.09302286582186,NULL,NULL,2024-04-17 19:21:52.170,Mohan Hanumantha,2024-04-17 19:21:52.170,Mohan Hanumantha
36121,1002,2013,African Rainbow Minerals,Well-being and health,60.055359815812196,NULL,76.07528603192489,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36122,1002,2013,African Rainbow Minerals,Associated Energy Costs,78.94200988033097,NULL,100,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36123,1002,2013,African Rainbow Minerals,Regulated Carbon Price,76.91840918794213,NULL,97.43659846581505,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36124,1002,2013,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",51.501099230271514,NULL,65.2391537893988,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36125,1002,2013,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,63.4539331827743,NULL,80.3804378416065,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36126,1002,2013,African Rainbow Minerals,Wages and Benefits,62.43335632029523,NULL,79.08761939927628,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36127,1002,2013,African Rainbow Minerals,Innovation,63.490904117971446,NULL,80.42727087164107,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36128,1002,2013,African Rainbow Minerals,GDP and Disposable Income,57.496454769993676,NULL,72.83378629091553,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36129,1002,2013,African Rainbow Minerals,Professional Skills Development,62.708964143787874,NULL,79.43674633930534,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36130,1002,2013,African Rainbow Minerals,Market Transition,52.99671099674316,NULL,67.13372395392699,NULL,NULL,2024-04-17 19:21:52.700,Mohan Hanumantha,2024-04-17 19:21:52.700,Mohan Hanumantha
36131,1002,2014,African Rainbow Minerals,Well-being and health,87.88955792357709,NULL,100,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36132,1002,2014,African Rainbow Minerals,Regulated Carbon Price,70.39004047965828,NULL,80.08919619423365,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36133,1002,2014,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,66.66501644857519,NULL,75.85089517294267,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36134,1002,2014,African Rainbow Minerals,Associated Energy Costs,69.20541391194908,NULL,78.74133804623924,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36135,1002,2014,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",44.56262042483962,NULL,50.702974821637305,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36136,1002,2014,African Rainbow Minerals,Wages and Benefits,63.17714693564349,NULL,71.8824265683281,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36137,1002,2014,African Rainbow Minerals,Innovation,66.14839045913263,NULL,75.26308246612284,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36138,1002,2014,African Rainbow Minerals,Wildfire,26.4147250901842,NULL,30.05445210357377,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36139,1002,2014,African Rainbow Minerals,Market Transition,48.084953776231934,NULL,54.71065609186863,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36140,1002,2014,African Rainbow Minerals,GDP and Disposable Income,46.344625174984245,NULL,52.73052484264677,NULL,NULL,2024-04-17 19:21:53.177,Mohan Hanumantha,2024-04-17 19:21:53.177,Mohan Hanumantha
36141,1002,2015,African Rainbow Minerals,Well-being and health,65.78278254578319,93.25749076885828,78.7596641935745,111.65427141028526,Well-being and health,2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36142,1002,2015,African Rainbow Minerals,Regulated Carbon Price,83.52344213162604,20.388458433182024,100,24.41046239575651,Associated Energy Costs,2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36143,1002,2015,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",55.88072034529082,36.769949039272014,66.90423540881783,44.02350777321367,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36144,1002,2015,African Rainbow Minerals,Associated Energy Costs,82.54355844865344,108.3186661724416,98.82681597170243,129.68654476876125,"Regulating Services (Water, Air, Waste)",2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36145,1002,2015,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,73.5833414505518,71.52866264465527,88.09902893440447,85.6390263848705,Physical/water quality needs,2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36146,1002,2015,African Rainbow Minerals,Wages and Benefits,63.804152398023874,70.42708283658826,76.39071231939148,84.32013939942871,Political Stability,2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36147,1002,2015,African Rainbow Minerals,Innovation,74.25726914521934,57.35167314147394,88.90590144524458,68.66536109837577,Infrastructure (logistics/technology),2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36148,1002,2015,African Rainbow Minerals,GDP and Disposable Income,57.20686429882037,39.955332474604496,68.4919860087508,47.837267544168256,"Property rights, intellectual proprty protection, rule of law",2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36149,1002,2015,African Rainbow Minerals,Executive compensation,57.76401520113111,45.05650006590312,69.15904532538278,53.94473565265402,"Cultural Services (Recreation, Tourism)",2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36150,1002,2015,African Rainbow Minerals,Market Transition,52.97974741576295,37.4250198588051,63.43099142426536,44.80780353834839,Wages and Benefits,2024-04-17 19:21:53.750,Mohan Hanumantha,2024-04-17 19:21:53.750,Mohan Hanumantha
36151,1002,2016,African Rainbow Minerals,Well-being and health,65.26430699128979,90.70169363069152,79.08170906109274,109.90456005313911,Well-being and health,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36152,1002,2016,African Rainbow Minerals,Regulated Carbon Price,78.84621852686698,52.247088274639495,95.5391086117133,63.308556004060556,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36153,1002,2016,African Rainbow Minerals,Associated Energy Costs,82.52768910301542,118.66467167982223,100,143.78770685278576,Associated Energy Costs,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36154,1002,2016,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,79.51195519193838,101.91834061213345,96.3457914018256,123.49593417660539,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36155,1002,2016,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",53.19121574872597,48.620767231220654,64.4525689824295,58.914490105896036,Professional Skills Development,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36156,1002,2016,African Rainbow Minerals,Wages and Benefits,63.68656371694243,50.876882763654315,77.16993461121334,61.64825807753699,Political Stability,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36157,1002,2016,African Rainbow Minerals,Executive compensation,56.112013906030015,33.73696442397538,67.99174254835614,40.8795699851272,"Cultural Services (Recreation, Tourism)",2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36158,1002,2016,African Rainbow Minerals,Innovation,72.59460373185108,56.75654327958117,87.96393612964815,68.77272815519487,Regulated Carbon Price,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36159,1002,2016,African Rainbow Minerals,GDP and Disposable Income,56.376595784103976,44.486255801834055,68.31234025434995,53.90464253313086,"Regulating Services (Water, Air, Waste)",2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36160,1002,2016,African Rainbow Minerals,Professional Skills Development,62.278056288869,136.05011709377553,75.46322569523333,164.8539036685622,GDP and Disposable Income,2024-04-17 19:21:54.220,Mohan Hanumantha,2024-04-17 19:21:54.220,Mohan Hanumantha
36161,1002,2017,African Rainbow Minerals,Well-being and health,73.26701757689146,82.32150986632591,82.88141338895309,93.12407295510961,Well-being and health,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36162,1002,2017,African Rainbow Minerals,Regulated Carbon Price,85.69530865959482,70.1127876039114,96.94059533753924,79.31327253976366,Associated Energy Costs,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36163,1002,2017,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,83.83607269952623,71.00594276968422,94.83738287864077,80.32363115627496,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36164,1002,2017,African Rainbow Minerals,Associated Energy Costs,88.39981677563537,102.44922587690453,100,115.89302966195902,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36165,1002,2017,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",56.24751818553649,51.423367971133935,63.62854611825321,58.17135130681308,GDP and Disposable Income,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36166,1002,2017,African Rainbow Minerals,Wages and Benefits,73.5761745740325,60.72627183905008,83.23113922370874,68.695020028353,Physical/water quality needs,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36167,1002,2017,African Rainbow Minerals,Innovation,72.11401283284482,49.96011935995945,81.57710667644821,56.51608926606892,Political Stability,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36168,1002,2017,African Rainbow Minerals,Professional Skills Development,67.0621815285523,99.4375678723037,75.86235353718051,112.4861696542685,Regulated Carbon Price,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36169,1002,2017,African Rainbow Minerals,GDP and Disposable Income,56.864727746991214,47.13814098646991,64.32674842677298,53.32379942156402,Executive compensation,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36170,1002,2017,African Rainbow Minerals,Executive compensation,55.13311094100163,31.776864743320694,62.36790182601073,35.94675407978785,Injuries and fatalities,2024-04-17 19:21:54.753,Mohan Hanumantha,2024-04-17 19:21:54.753,Mohan Hanumantha
36171,1002,2018,African Rainbow Minerals,Well-being and health,73.17596495973521,105.83146809762162,75.77574762847644,109.59142967406315,Well-being and health,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36172,1002,2018,African Rainbow Minerals,Regulated Carbon Price,89.93123223651929,84.42679616011134,93.12629306114515,87.42629635877874,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36173,1002,2018,African Rainbow Minerals,Associated Energy Costs,96.56910984040991,120.52978727382603,100,124.81194811986312,Physical/water quality needs,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36174,1002,2018,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",57.65308325746951,51.755778816237104,59.70137174583776,53.59454892125307,Regulated Carbon Price,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36175,1002,2018,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,87.01670068442662,76.10502907525581,90.10821455041929,78.80887501295908,"Regulation, Protected Species, Protected Areas",2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36176,1002,2018,African Rainbow Minerals,Wages and Benefits,73.86991633855303,61.52588220244117,76.4943535884616,63.711762802948925,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36177,1002,2018,African Rainbow Minerals,Innovation,77.50377727917518,60.40627206590675,80.25731769429989,62.55237535660642,Associated Energy Costs,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36178,1002,2018,African Rainbow Minerals,GDP and Disposable Income,60.57030190068453,48.51517139343525,62.72223281418147,50.23880977427607,"Acute/Extreme Weather (storms, flooding, cold snaps)",2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36179,1002,2018,African Rainbow Minerals,Executive compensation,57.97038531719078,44.96969118558179,60.02994685670462,46.567366376161786,Political Stability,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36180,1002,2018,African Rainbow Minerals,Wildfire,26.313945126448502,21.245885692292084,27.248822288964785,22.00070574058623,Executive compensation,2024-04-17 19:21:55.240,Mohan Hanumantha,2024-04-17 19:21:55.240,Mohan Hanumantha
36181,1002,2019,African Rainbow Minerals,Well-being and health,80.80294324832406,98.86423579620008,85.45399236898776,104.55490000321883,Well-being and health,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36182,1002,2019,African Rainbow Minerals,Associated Energy Costs,94.5572477168994,117.64391182632416,100,124.41554155483175,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36183,1002,2019,African Rainbow Minerals,Regulated Carbon Price,82.38637227322386,98.8727654393743,87.12856418990255,104.56392061600121,GDP and Disposable Income,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36184,1002,2019,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",63.30808478476293,53.045110456284945,66.95212298723499,56.098407829191345,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36185,1002,2019,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,81.68448073826939,79.44619154877326,86.38627150277199,84.01914550921784,Associated Energy Costs,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36186,1002,2019,African Rainbow Minerals,Wages and Benefits,72.01409801887885,58.00089676969088,76.15925775936941,61.33945114746068,Regulated Carbon Price,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36187,1002,2019,African Rainbow Minerals,Innovation,79.56127852058395,60.750154605861994,84.14085693228638,64.2469573434979,"Regulating Services (Water, Air, Waste)",2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36188,1002,2019,African Rainbow Minerals,Executive compensation,59.07689465121345,35.94860571490303,62.477383889268125,38.01782156618149,Physical/water quality needs,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36189,1002,2019,African Rainbow Minerals,GDP and Disposable Income,58.61424444211902,44.557219805406575,61.988103352593036,47.12195086177752,"Cultural Services (Recreation, Tourism)",2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36190,1002,2019,African Rainbow Minerals,Market Transition,56.50465664513749,39.60586338755887,59.757086854209376,41.885592425593046,Political Stability,2024-04-17 19:21:55.783,Mohan Hanumantha,2024-04-17 19:21:55.783,Mohan Hanumantha
36191,1002,2020,African Rainbow Minerals,Well-being and health,83.04172727294292,114.20126947241972,78.38791255717426,107.8012153564527,Well-being and health,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36192,1002,2020,African Rainbow Minerals,Associated Energy Costs,105.93690348926472,115.65770842845049,100,109.17603273175796,Associated Energy Costs,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36193,1002,2020,African Rainbow Minerals,Regulated Carbon Price,84.0794641973716,72.30498528642397,79.36749275090142,68.25287780263571,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36194,1002,2020,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,102.30459665549877,77.22350846157363,96.57125447872465,72.8957576803245,GDP and Disposable Income,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36195,1002,2020,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",64.15773532820616,66.08960634769812,60.562215068621185,62.38582039958853,Physical/water quality needs,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36196,1002,2020,African Rainbow Minerals,GDP and Disposable Income,63.513564970430224,43.7759412574513,59.95414523029405,41.322655104684465,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36197,1002,2020,African Rainbow Minerals,Innovation,89.04502053679094,53.65626042629533,84.05476996579804,50.64926258839789,"Cultural Services (Recreation, Tourism)",2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36198,1002,2020,African Rainbow Minerals,Wages and Benefits,72.88808420194951,67.49562937413243,68.80329875729824,63.71304724889586,Regulated Carbon Price,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36199,1002,2020,African Rainbow Minerals,Professional Skills Development,91.92140682214384,92.263905472736,86.76995814915321,87.09326253063995,Market Transition,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36200,1002,2020,African Rainbow Minerals,Market Transition,58.203931286926874,43.14266896043465,54.94207341337389,40.72487257927694,Political Stability,2024-04-17 19:21:56.377,Mohan Hanumantha,2024-04-17 19:21:56.377,Mohan Hanumantha
36201,1002,2021,African Rainbow Minerals,Well-being and health,81.12457401770088,77.07778394911746,90.63100299350315,86.10999752431157,Well-being and health,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36202,1002,2021,African Rainbow Minerals,Associated Energy Costs,83.59430510641269,121.79898922831372,93.39014482450183,136.07177222216745,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36203,1002,2021,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,89.51084213811059,122.21338787503262,100,136.5347313864657,"Regulating Services (Water, Air, Waste)",2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36204,1002,2021,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",65.93558521217389,70.28976421062691,73.66212141143606,78.52653659784974,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36205,1002,2021,African Rainbow Minerals,Regulated Carbon Price,81.85972270484356,75.94080867021489,91.45229868191637,84.83978795891804,Associated Energy Costs,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36206,1002,2021,African Rainbow Minerals,Wages and Benefits,71.39320878951354,70.3446363860295,79.75928623189303,78.58783886480633,GDP and Disposable Income,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36207,1002,2021,African Rainbow Minerals,Innovation,79.18570892993893,87.40268378188256,88.46493568651658,97.64480111473507,Infrastructure (logistics/technology),2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36208,1002,2021,African Rainbow Minerals,GDP and Disposable Income,54.275460169894664,51.45896424979043,60.63562678379279,57.48908514388895,Executive compensation,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36209,1002,2021,African Rainbow Minerals,Executive compensation,62.23087496471147,63.81737108212063,69.52328173685646,71.29568838560778,Regulated Carbon Price,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36210,1002,2021,African Rainbow Minerals,Market Transition,54.30177540454332,57.924034495049185,60.665025719184385,64.71175235473196,Injuries and fatalities,2024-04-17 19:21:56.870,Mohan Hanumantha,2024-04-17 19:21:56.870,Mohan Hanumantha
36211,1002,2022,African Rainbow Minerals,Well-being and health,78.88060155929917,86.47535107058982,83.55954724610231,91.6047930741774,Well-being and health,2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36212,1002,2022,African Rainbow Minerals,Associated Energy Costs,94.40046548717818,100.79673206069405,100,106.77567270511462,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36213,1002,2022,African Rainbow Minerals,Regulated Carbon Price,75.6648971750161,80.75516614665906,80.15309753455949,85.54530502567016,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36214,1002,2022,African Rainbow Minerals,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",72.97302250659017,78.26864730283238,77.30154944681034,82.91129381503221,GDP and Disposable Income,2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36215,1002,2022,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,93.42831237157397,114.42112762347281,98.9701818623593,121.20822395628326,"Regulating Services (Water, Air, Waste)",2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36216,1002,2022,African Rainbow Minerals,Wages and Benefits,67.62549953470109,64.39372441917675,71.63682846869673,68.21335476139463,"Regulation, Protected Species, Protected Areas",2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36217,1002,2022,African Rainbow Minerals,GDP and Disposable Income,56.62539398808223,49.83062963726831,59.9842317470069,52.786423647494075,Executive compensation,2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36218,1002,2022,African Rainbow Minerals,Innovation,78.59370005315911,76.95448999688175,83.25562765771954,81.51918488933086,Infrastructure (logistics/technology),2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36219,1002,2022,African Rainbow Minerals,Market Transition,56.41117774405892,50.32035521811127,59.7573088786526,53.30519818776314,"Cultural Services (Recreation, Tourism)",2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36220,1002,2022,African Rainbow Minerals,"Cultural Services (Recreation, Tourism)",53.11257728769365,51.68346642484011,56.26304596443711,54.74916480349342,Associated Energy Costs,2024-04-17 19:21:57.347,Mohan Hanumantha,2024-04-17 19:21:57.347,Mohan Hanumantha
36221,1002,2023,African Rainbow Minerals,Well-being and health,81.78969997665543,82.81436242651006,64.92458915845698,65.73796527552182,Well-being and health,2024-04-17 19:21:57.847,Mohan Hanumantha,2024-04-17 19:21:57.847,Mohan Hanumantha
36222,1002,2023,African Rainbow Minerals,Dividend/reinvestment balance for long-term growth,110.19346473789314,123.22885626720814,87.47147169015919,97.81895358338004,Dividend/reinvestment balance for long-term growth,2024-04-17 19:21:57.847,Mohan Hanumantha,2024-04-17 19:21:57.847,Mohan Hanumantha
