unique_key,sector_id,year,company_name,top10_sector_exposure,degree_of_control_sector,degree_of_control_company,degree_of_control_sector_normalized,degree_of_control_company_normalized,top10_company_exposure,added_dt,added_by,modify_dt,modify_by
39753,1002,2016,Hydro,Associated Energy Costs,82.52768910301542,NULL,100,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39754,1002,2016,Hydro,Dividend/reinvestment balance for long-term growth,79.51195519193838,NULL,96.3457914018256,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39755,1002,2016,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",53.19121574872597,NULL,64.4525689824295,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39756,1002,2016,Hydro,Wages and Benefits,63.68656371694243,NULL,77.16993461121334,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39757,1002,2016,Hydro,Executive compensation,56.112013906030015,NULL,67.99174254835614,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39758,1002,2016,Hydro,Innovation,72.59460373185108,NULL,87.96393612964815,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39759,1002,2016,Hydro,GDP and Disposable Income,56.376595784103976,NULL,68.31234025434995,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39760,1002,2016,Hydro,Professional Skills Development,62.278056288869,NULL,75.46322569523333,NULL,NULL,2024-04-17 19:25:16.237,Mohan Hanumantha,2024-04-17 19:25:16.237,Mohan Hanumantha
39761,1002,2017,Hydro,Well-being and health,73.26701757689146,NULL,82.88141338895309,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39762,1002,2017,Hydro,Regulated Carbon Price,85.69530865959482,NULL,96.94059533753924,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39763,1002,2017,Hydro,Dividend/reinvestment balance for long-term growth,83.83607269952623,NULL,94.83738287864077,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39764,1002,2017,Hydro,Associated Energy Costs,88.39981677563537,NULL,100,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39765,1002,2017,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",56.24751818553649,NULL,63.62854611825321,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39766,1002,2017,Hydro,Wages and Benefits,73.5761745740325,NULL,83.23113922370874,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39767,1002,2017,Hydro,Innovation,72.11401283284482,NULL,81.57710667644821,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39768,1002,2017,Hydro,Professional Skills Development,67.0621815285523,NULL,75.86235353718051,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39769,1002,2017,Hydro,GDP and Disposable Income,56.864727746991214,NULL,64.32674842677298,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39770,1002,2017,Hydro,Executive compensation,55.13311094100163,NULL,62.36790182601073,NULL,NULL,2024-04-17 19:25:16.720,Mohan Hanumantha,2024-04-17 19:25:16.720,Mohan Hanumantha
39771,1002,2018,Hydro,Well-being and health,73.17596495973521,NULL,75.77574762847644,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39772,1002,2018,Hydro,Regulated Carbon Price,89.93123223651929,NULL,93.12629306114515,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39773,1002,2018,Hydro,Associated Energy Costs,96.56910984040991,NULL,100,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39774,1002,2018,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",57.65308325746951,NULL,59.70137174583776,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39775,1002,2018,Hydro,Dividend/reinvestment balance for long-term growth,87.01670068442662,NULL,90.10821455041929,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39776,1002,2018,Hydro,Wages and Benefits,73.86991633855303,NULL,76.4943535884616,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39777,1002,2018,Hydro,Innovation,77.50377727917518,NULL,80.25731769429989,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39778,1002,2018,Hydro,GDP and Disposable Income,60.57030190068453,NULL,62.72223281418147,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39779,1002,2018,Hydro,Executive compensation,57.97038531719078,NULL,60.02994685670462,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39780,1002,2018,Hydro,Wildfire,26.313945126448502,NULL,27.248822288964785,NULL,NULL,2024-04-17 19:25:17.270,Mohan Hanumantha,2024-04-17 19:25:17.270,Mohan Hanumantha
39781,1002,2019,Hydro,Well-being and health,80.80294324832406,NULL,85.45399236898776,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39782,1002,2019,Hydro,Associated Energy Costs,94.5572477168994,NULL,100,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39783,1002,2019,Hydro,Regulated Carbon Price,82.38637227322386,NULL,87.12856418990255,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39784,1002,2019,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",63.30808478476293,NULL,66.95212298723499,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39785,1002,2019,Hydro,Dividend/reinvestment balance for long-term growth,81.68448073826939,NULL,86.38627150277199,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39786,1002,2019,Hydro,Wages and Benefits,72.01409801887885,NULL,76.15925775936941,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39787,1002,2019,Hydro,Innovation,79.56127852058395,NULL,84.14085693228638,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39788,1002,2019,Hydro,Executive compensation,59.07689465121345,NULL,62.477383889268125,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39789,1002,2019,Hydro,GDP and Disposable Income,58.61424444211902,NULL,61.988103352593036,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39790,1002,2019,Hydro,Market Transition,56.50465664513749,NULL,59.757086854209376,NULL,NULL,2024-04-17 19:25:17.760,Mohan Hanumantha,2024-04-17 19:25:17.760,Mohan Hanumantha
39791,1002,2020,Hydro,Well-being and health,83.04172727294292,NULL,78.38791255717426,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39792,1002,2020,Hydro,Associated Energy Costs,105.93690348926472,NULL,100,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39793,1002,2020,Hydro,Regulated Carbon Price,84.0794641973716,NULL,79.36749275090142,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39794,1002,2020,Hydro,Dividend/reinvestment balance for long-term growth,102.30459665549877,NULL,96.57125447872465,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39795,1002,2020,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",64.15773532820616,NULL,60.562215068621185,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39796,1002,2020,Hydro,GDP and Disposable Income,63.513564970430224,NULL,59.95414523029405,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39797,1002,2020,Hydro,Innovation,89.04502053679094,NULL,84.05476996579804,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39798,1002,2020,Hydro,Wages and Benefits,72.88808420194951,NULL,68.80329875729824,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39799,1002,2020,Hydro,Professional Skills Development,91.92140682214384,NULL,86.76995814915321,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39800,1002,2020,Hydro,Market Transition,58.203931286926874,NULL,54.94207341337389,NULL,NULL,2024-04-17 19:25:18.257,Mohan Hanumantha,2024-04-17 19:25:18.257,Mohan Hanumantha
39801,1002,2021,Hydro,Well-being and health,81.12457401770088,NULL,90.63100299350315,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39802,1002,2021,Hydro,Associated Energy Costs,83.59430510641269,NULL,93.39014482450183,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39803,1002,2021,Hydro,Dividend/reinvestment balance for long-term growth,89.51084213811059,NULL,100,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39804,1002,2021,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",65.93558521217389,NULL,73.66212141143606,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39805,1002,2021,Hydro,Regulated Carbon Price,81.85972270484356,NULL,91.45229868191637,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39806,1002,2021,Hydro,Wages and Benefits,71.39320878951354,NULL,79.75928623189303,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39807,1002,2021,Hydro,Innovation,79.18570892993893,NULL,88.46493568651658,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39808,1002,2021,Hydro,GDP and Disposable Income,54.275460169894664,NULL,60.63562678379279,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39809,1002,2021,Hydro,Executive compensation,62.23087496471147,NULL,69.52328173685646,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39810,1002,2021,Hydro,Market Transition,54.30177540454332,NULL,60.665025719184385,NULL,NULL,2024-04-17 19:25:18.783,Mohan Hanumantha,2024-04-17 19:25:18.783,Mohan Hanumantha
39811,1002,2022,Hydro,Well-being and health,78.88060155929917,12.482608695652173,83.55954724610231,13.22303722892935,Innovation,2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39812,1002,2022,Hydro,Associated Energy Costs,94.40046548717818,50.040027831206714,100,53.00824267440009,GDP and Disposable Income,2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39813,1002,2022,Hydro,Regulated Carbon Price,75.6648971750161,12.715231788079471,80.15309753455949,13.469458781224445,Market Transition,2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39814,1002,2022,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",72.97302250659017,42.951583301381454,77.30154944681034,45.49933422437975,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39815,1002,2022,Hydro,Dividend/reinvestment balance for long-term growth,93.42831237157397,70.66803793634689,98.9701818623593,74.85984054384275,Dividend/reinvestment balance for long-term growth,2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39816,1002,2022,Hydro,Wages and Benefits,67.62549953470109,NULL,71.63682846869673,NULL,"Regulating Services (Water, Air, Waste)",2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39817,1002,2022,Hydro,GDP and Disposable Income,56.62539398808223,71.06874195279133,59.9842317470069,75.28431304445648,Associated Energy Costs,2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39818,1002,2022,Hydro,Innovation,78.59370005315911,104.84743498167995,83.25562765771954,111.0666504032448,Regulated Carbon Price,2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39819,1002,2022,Hydro,Market Transition,56.41117774405892,82.89271231712652,59.7573088786526,87.80964361704903,Infrastructure (logistics/technology),2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39820,1002,2022,Hydro,"Cultural Services (Recreation, Tourism)",53.11257728769365,NULL,56.26304596443711,NULL,"Acute/Extreme Weather (storms, flooding, cold snaps)",2024-04-17 19:25:19.297,Mohan Hanumantha,2024-04-17 19:25:19.297,Mohan Hanumantha
39821,1002,2023,Hydro,Well-being and health,81.78969997665543,25.21805648711709,64.92458915845698,20.01807021260808,"Regulating Services (Water, Air, Waste)",2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39822,1002,2023,Hydro,Dividend/reinvestment balance for long-term growth,110.19346473789314,72.78107994368638,87.47147169015919,57.7735548021493,Associated Energy Costs,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39823,1002,2023,Hydro,Executive compensation,73.06512227005669,79.60882885132673,57.9990273414601,63.19341565054681,Innovation,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39824,1002,2023,Hydro,Associated Energy Costs,87.39136909397448,51.97581126381452,69.37118898884344,41.25835152157077,Market Transition,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39825,1002,2023,Hydro,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",49.81837127854026,39.856963231129555,39.5457776312406,31.63842101906961,Dividend/reinvestment balance for long-term growth,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39826,1002,2023,Hydro,Market Transition,51.337758953352356,56.56690461708539,40.751866180138,44.902757233222864,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39827,1002,2023,Hydro,"Regulating Services (Water, Air, Waste)",65.2552108302719,56.78740689047842,51.799526771869,45.077791736499364,Wages and Benefits,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39828,1002,2023,Hydro,GDP and Disposable Income,51.33442232434979,51.15119357884655,40.749217567082475,40.603770756210054,GDP and Disposable Income,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39829,1002,2023,Hydro,Wages and Benefits,68.4854195916477,65.12834344549657,54.36366353711243,51.69881955767824,Executive compensation,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39830,1002,2023,Hydro,Political Stability,125.97646136356278,NULL,100,NULL,Regulated Carbon Price,2024-04-17 19:25:19.763,Mohan Hanumantha,2024-04-17 19:25:19.763,Mohan Hanumantha
39951,1002,2012,Minera San Cristóbal,Well-being and health,74.07531808659273,NULL,78.37155306998822,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39952,1002,2012,Minera San Cristóbal,Associated Energy Costs,75.70540880367378,NULL,80.09618611163472,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39953,1002,2012,Minera San Cristóbal,Regulated Carbon Price,68.5191049669761,NULL,72.49308960037251,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39954,1002,2012,Minera San Cristóbal,Wages and Benefits,94.5181193748211,NULL,100,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39955,1002,2012,Minera San Cristóbal,Dividend/reinvestment balance for long-term growth,68.36264187821311,NULL,72.32755193436952,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39956,1002,2012,Minera San Cristóbal,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",44.799076576962655,NULL,47.39734230143473,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39957,1002,2012,Minera San Cristóbal,Innovation,65.43482130003471,NULL,69.22992303787422,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39958,1002,2012,Minera San Cristóbal,Market Transition,51.64568270431377,NULL,54.64103924826057,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39959,1002,2012,Minera San Cristóbal,GDP and Disposable Income,50.587841210017544,NULL,53.52184485326711,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39960,1002,2012,Minera San Cristóbal,Physical/water quality needs,45.456620763277506,NULL,48.09302286582186,NULL,NULL,2024-04-17 19:25:26.353,Mohan Hanumantha,2024-04-17 19:25:26.353,Mohan Hanumantha
39961,1002,2013,Minera San Cristóbal,Well-being and health,60.055359815812196,NULL,76.07528603192489,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39962,1002,2013,Minera San Cristóbal,Associated Energy Costs,78.94200988033097,NULL,100,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39963,1002,2013,Minera San Cristóbal,Regulated Carbon Price,76.91840918794213,NULL,97.43659846581505,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39964,1002,2013,Minera San Cristóbal,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",51.501099230271514,NULL,65.2391537893988,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39965,1002,2013,Minera San Cristóbal,Dividend/reinvestment balance for long-term growth,63.4539331827743,NULL,80.3804378416065,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39966,1002,2013,Minera San Cristóbal,Wages and Benefits,62.43335632029523,NULL,79.08761939927628,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39967,1002,2013,Minera San Cristóbal,Innovation,63.490904117971446,NULL,80.42727087164107,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39968,1002,2013,Minera San Cristóbal,GDP and Disposable Income,57.496454769993676,NULL,72.83378629091553,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39969,1002,2013,Minera San Cristóbal,Professional Skills Development,62.708964143787874,NULL,79.43674633930534,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39970,1002,2013,Minera San Cristóbal,Market Transition,52.99671099674316,NULL,67.13372395392699,NULL,NULL,2024-04-17 19:25:26.827,Mohan Hanumantha,2024-04-17 19:25:26.827,Mohan Hanumantha
39971,1002,2014,Minera San Cristóbal,Well-being and health,87.88955792357709,NULL,100,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39972,1002,2014,Minera San Cristóbal,Regulated Carbon Price,70.39004047965828,NULL,80.08919619423365,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39973,1002,2014,Minera San Cristóbal,Dividend/reinvestment balance for long-term growth,66.66501644857519,NULL,75.85089517294267,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39974,1002,2014,Minera San Cristóbal,Associated Energy Costs,69.20541391194908,NULL,78.74133804623924,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39975,1002,2014,Minera San Cristóbal,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",44.56262042483962,NULL,50.702974821637305,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39976,1002,2014,Minera San Cristóbal,Wages and Benefits,63.17714693564349,NULL,71.8824265683281,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39977,1002,2014,Minera San Cristóbal,Innovation,66.14839045913263,NULL,75.26308246612284,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39978,1002,2014,Minera San Cristóbal,Wildfire,26.4147250901842,NULL,30.05445210357377,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39979,1002,2014,Minera San Cristóbal,Market Transition,48.084953776231934,NULL,54.71065609186863,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39980,1002,2014,Minera San Cristóbal,GDP and Disposable Income,46.344625174984245,NULL,52.73052484264677,NULL,NULL,2024-04-17 19:25:27.373,Mohan Hanumantha,2024-04-17 19:25:27.373,Mohan Hanumantha
39981,1002,2015,Minera San Cristóbal,Well-being and health,65.78278254578319,78.05635829183294,78.7596641935745,93.45443183342775,Well-being and health,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39982,1002,2015,Minera San Cristóbal,Regulated Carbon Price,83.52344213162604,19.45571243631893,100,23.293714841946212,Dividend/reinvestment balance for long-term growth,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39983,1002,2015,Minera San Cristóbal,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",55.88072034529082,29.044534925241965,66.90423540881783,34.77411153562156,Professional Skills Development,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39984,1002,2015,Minera San Cristóbal,Associated Energy Costs,82.54355844865344,41.286833405391135,98.82681597170243,49.431431885106576,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39985,1002,2015,Minera San Cristóbal,Dividend/reinvestment balance for long-term growth,73.5833414505518,45.98067378551195,88.09902893440447,55.051219887525946,"Regulating Services (Water, Air, Waste)",2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39986,1002,2015,Minera San Cristóbal,Wages and Benefits,63.804152398023874,41.178198369254076,76.39071231939148,49.30136656049285,Physical/water quality needs,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39987,1002,2015,Minera San Cristóbal,Innovation,74.25726914521934,33.70391201438262,88.90590144524458,40.352637719681184,Wages and Benefits,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39988,1002,2015,Minera San Cristóbal,GDP and Disposable Income,57.20686429882037,24.45732351322348,68.4919860087508,29.281987055419435,Market Transition,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39989,1002,2015,Minera San Cristóbal,Executive compensation,57.76401520113111,NULL,69.15904532538278,NULL,Associated Energy Costs,2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39990,1002,2015,Minera San Cristóbal,Market Transition,52.97974741576295,32.862170265676234,63.43099142426536,39.34484670050855,"Property rights, intellectual proprty protection, rule of law",2024-04-17 19:25:27.843,Mohan Hanumantha,2024-04-17 19:25:27.843,Mohan Hanumantha
39991,1002,2016,Minera San Cristóbal,Well-being and health,65.26430699128979,92.6649362009414,79.08170906109274,112.28344960110554,Well-being and health,2024-04-17 19:25:28.390,Mohan Hanumantha,2024-04-17 19:25:28.390,Mohan Hanumantha
39992,1002,2016,Minera San Cristóbal,Regulated Carbon Price,78.84621852686698,NULL,95.5391086117133,NULL,Dividend/reinvestment balance for long-term growth,2024-04-17 19:25:28.390,Mohan Hanumantha,2024-04-17 19:25:28.390,Mohan Hanumantha
39993,1002,2016,Minera San Cristóbal,Associated Energy Costs,82.52768910301542,37.384453983188,100,45.299286081454134,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",2024-04-17 19:25:28.390,Mohan Hanumantha,2024-04-17 19:25:28.390,Mohan Hanumantha
39994,1002,2016,Minera San Cristóbal,Dividend/reinvestment balance for long-term growth,79.51195519193838,36.20323762927902,96.3457914018256,43.867989062541454,Innovation,2024-04-17 19:25:28.390,Mohan Hanumantha,2024-04-17 19:25:28.390,Mohan Hanumantha
39995,1002,2016,Minera San Cristóbal,"Provisioning services (Raw Materials, Nutrients, Food, Energy)",53.19121574872597,28.884806695736817,64.4525689824295,35.00013996475931,GDP and Disposable Income,2024-04-17 19:25:28.390,Mohan Hanumantha,2024-04-17 19:25:28.390,Mohan Hanumantha
